time_step,hourly_timestamp,hour_of_day,day_of_week,is_weekend,is_peak_hour,acn_sessions_count,acn_total_kwh,acn_avg_kwh_per_session,acn_base_revenue,acn_revenue_per_session,acn_energy_cost_per_kwh,urban_mean_utilization,urban_peak_queue,urban_total_volume,station_cluster_id
154,2024-01-07T10:00:00Z,10,6,1,0,20,342.3108130476851,17.115540652384254,5134.6621957152765,256.7331097857638,15.0,0.5006292809214441,0.0,342.3108130476851,4
155,2024-01-07T11:00:00Z,11,6,1,0,14,156.08297681606754,11.14878405829054,2341.2446522410132,167.2317608743581,15.0,0.2976181480510946,0.0,156.08297681606754,0
156,2024-01-07T12:00:00Z,12,6,1,0,17,347.59848312738023,20.44696959572825,5213.977246910704,306.7045439359237,15.0,0.4169729284390374,0.0,347.59848312738023,1
157,2024-01-07T13:00:00Z,13,6,1,0,19,430.5321047607904,22.65958446109423,6457.981571411856,339.8937669164134,15.0,0.3844322764607921,0.0,430.5321047607904,2
158,2024-01-07T14:00:00Z,14,6,1,0,21,469.92683235216333,22.377468207245872,7048.90248528245,335.66202310868806,15.0,0.4516124728577691,0.05960788154146879,469.92683235216333,3
159,2024-01-07T15:00:00Z,15,6,1,0,29,540.2635682015008,18.629778213844855,8103.953523022512,279.4466732076728,15.0,0.50349209270806,0.6430348182989328,540.2635682015008,4
160,2024-01-07T16:00:00Z,16,6,1,0,30,723.7350279193101,24.12450093064367,10856.025418789652,361.86751395965507,15.0,0.5709292494729622,0.0,723.7350279193101,0
161,2024-01-07T17:00:00Z,17,6,1,1,24,564.9509240363609,23.539621834848372,8474.263860545414,353.09432752272556,15.0,0.5491913689082596,2.7003642149487774,564.9509240363609,1
162,2024-01-07T18:00:00Z,18,6,1,1,37,447.7886598971702,12.102396213437032,6716.829898457553,181.53594320155548,15.0,0.8498049542287028,3.25887087625686,447.7886598971702,2
163,2024-01-07T19:00:00Z,19,6,1,1,35,741.232547668999,21.178072790542828,11118.488215034986,317.6710918581424,15.0,0.7323104975745007,3.093970169631974,741.232547668999,3
164,2024-01-07T20:00:00Z,20,6,1,0,10,257.1877021603465,25.71877021603465,3857.8155324051972,385.7815532405197,15.0,0.25214137542201587,0.0,257.1877021603465,4
165,2024-01-07T21:00:00Z,21,6,1,0,24,537.5497109319704,22.39790462216543,8063.2456639795555,335.9685693324815,15.0,0.5247327055231725,1.8303578491882604,537.5497109319704,0
166,2024-01-07T22:00:00Z,22,6,1,0,19,448.4734396683549,23.603865245702888,6727.101595025323,354.05797868554333,15.0,0.4970077777913727,0.0416440151331192,448.4734396683549,1
167,2024-01-07T23:00:00Z,23,6,1,0,21,592.4200979662816,28.210480855537217,8886.301469494223,423.1572128330582,15.0,0.35223425532348834,0.0,592.4200979662816,2
168,2024-01-08T00:00:00Z,0,0,0,0,23,351.0557413066557,15.263293100289378,5265.836119599836,228.94939650434065,15.0,0.5087035228146672,2.3442335092398117,351.0557413066557,3
169,2024-01-08T01:00:00Z,1,0,0,0,22,392.98512633055765,17.86296028775262,5894.776894958365,267.9444043162893,15.0,0.4066361890737075,0.0,392.98512633055765,4
170,2024-01-08T02:00:00Z,2,0,0,0,26,646.5624681776161,24.86778723760062,9698.437022664242,373.0168085640093,15.0,0.5963850318715361,1.377285221939062,646.5624681776161,0
171,2024-01-08T03:00:00Z,3,0,0,0,33,465.6653856537617,14.111072292538234,6984.980784806426,211.6660843880735,15.0,0.6876795812558066,1.1965342253641582,465.6653856537617,1
172,2024-01-08T04:00:00Z,4,0,0,0,20,339.49369240080966,16.974684620040485,5092.405386012145,254.62026930060728,15.0,0.33205407179982094,0.0,339.49369240080966,2
173,2024-01-08T05:00:00Z,5,0,0,0,41,997.9090525159523,24.33924518331591,14968.635787739286,365.0886777497386,15.0,0.7643571583398551,1.7070575659018137,997.9090525159523,3
174,2024-01-08T06:00:00Z,6,0,0,0,18,378.4149188572421,21.023051047624563,5676.223782858632,315.34576571436844,15.0,0.41244749731881336,0.3294456204888818,378.4149188572421,4
175,2024-01-08T07:00:00Z,7,0,0,1,44,741.967845436955,16.862905578112613,11129.517681554325,252.9435836716892,15.0,0.8172425018895093,2.677035775963846,741.967845436955,0
176,2024-01-08T08:00:00Z,8,0,0,1,34,613.8210074063262,18.053559041362536,9207.315111094893,270.80338562043806,15.0,0.7918839413868487,2.9745643261571817,613.8210074063262,1
177,2024-01-08T09:00:00Z,9,0,0,1,44,531.6505213713074,12.08296639480244,7974.757820569611,181.2444959220366,15.0,0.8594191518470948,5.009674320981797,531.6505213713074,2
178,2024-01-08T10:00:00Z,10,0,0,0,24,559.2930278066568,23.303876158610702,8389.395417099853,349.55814237916053,15.0,0.4203497041342413,0.05574353037268087,559.2930278066568,3
179,2024-01-08T11:00:00Z,11,0,0,0,13,176.1525415168315,13.55019550129473,2642.288122752472,203.25293251942097,15.0,0.26792626260218694,0.0,176.1525415168315,4
180,2024-01-08T12:00:00Z,12,0,0,0,20,566.9021525289393,28.345107626446964,8503.53228793409,425.17661439670445,15.0,0.4664215300709872,0.13590340590771272,566.9021525289393,0
181,2024-01-08T13:00:00Z,13,0,0,0,15,360.3329332583149,24.022195550554326,5404.993998874723,360.3329332583149,15.0,0.3470235696827192,0.0,360.3329332583149,1
182,2024-01-08T14:00:00Z,14,0,0,0,30,323.26421395558594,10.775473798519531,4848.96320933379,161.63210697779297,15.0,0.608045986900535,0.4079920196348348,323.26421395558594,2
183,2024-01-08T15:00:00Z,15,0,0,0,16,298.48890475561353,18.655556547225846,4477.333571334203,279.8333482083877,15.0,0.43448902328090677,0.0,298.48890475561353,3
184,2024-01-08T16:00:00Z,16,0,0,0,38,771.2515024627528,20.29609217007244,11568.772536941291,304.44138255108663,15.0,0.7573359803249861,3.9230644305605553,771.2515024627528,4
185,2024-01-08T17:00:00Z,17,0,0,1,30,595.0870094676002,19.836233648920008,8926.305142014004,297.5435047338001,15.0,0.7170382658193591,1.6269578870598262,595.0870094676002,0
186,2024-01-08T18:00:00Z,18,0,0,1,30,615.9645341537845,20.532151138459483,9239.468012306766,307.98226707689224,15.0,0.6787154217322836,3.175736486363124,615.9645341537845,1
187,2024-01-08T19:00:00Z,19,0,0,1,19,498.37809328727474,26.230425962488145,7475.671399309121,393.4563894373222,15.0,0.48406486429506274,0.0,498.37809328727474,2
188,2024-01-08T20:00:00Z,20,0,0,0,24,435.42709608050507,18.142795670021044,6531.406441207576,272.1419350503157,15.0,0.46573124059196513,0.0,435.42709608050507,3
189,2024-01-08T21:00:00Z,21,0,0,0,31,629.863152257126,20.318166201842775,9447.947283856889,304.77249302764164,15.0,0.552776476093166,1.4792788238746142,629.863152257126,4
190,2024-01-08T22:00:00Z,22,0,0,0,28,255.59470102786943,9.128382179566765,3833.9205154180413,136.9257326935015,15.0,0.6222203346207937,1.9438754102511724,255.59470102786943,0
191,2024-01-08T23:00:00Z,23,0,0,0,21,430.36830665192014,20.493728888186673,6455.524599778802,307.4059333228001,15.0,0.38709482287827707,0.0,430.36830665192014,1
192,2024-01-09T00:00:00Z,0,1,0,0,29,427.27748550647556,14.73370639677502,6409.1622825971335,221.0055959516253,15.0,0.5500477519420632,0.2601521212624973,427.27748550647556,2
193,2024-01-09T01:00:00Z,1,1,0,0,25,288.3417281612763,11.533669126451052,4325.125922419144,173.00503689676577,15.0,0.46251791924504027,0.0,288.3417281612763,3
194,2024-01-09T02:00:00Z,2,1,0,0,21,344.8225402727484,16.420120965368973,5172.338104091226,246.3018144805346,15.0,0.5230943956388163,0.5570769786302812,344.8225402727484,4
195,2024-01-09T03:00:00Z,3,1,0,0,14,193.09491383356144,13.792493845254388,2896.4237075034216,206.8874076788158,15.0,0.3748886423614697,0.0,193.09491383356144,0
196,2024-01-09T04:00:00Z,4,1,0,0,29,325.79947819395875,11.234464765308923,4886.992172909381,168.51697147963384,15.0,0.631576650828216,0.03533715578587704,325.79947819395875,1
197,2024-01-09T05:00:00Z,5,1,0,0,36,404.37550507488066,11.232652918746686,6065.63257612321,168.4897937812003,15.0,0.6754794181984365,1.2098719470254562,404.37550507488066,2
198,2024-01-09T06:00:00Z,6,1,0,0,24,476.28500992361114,19.845208746817132,7144.275148854167,297.67813120225696,15.0,0.5971822690172736,3.2503014183611416,476.28500992361114,3
199,2024-01-09T07:00:00Z,7,1,0,1,26,800.1811399962995,30.776197692165365,12002.717099944493,461.6429653824805,15.0,0.4715995771197978,0.38825305561174994,800.1811399962995,4
